,truck_id,duration,fill_volume,n_units,orders,frow_warehouse,route_date,stops,total_distance
8,,,71.21600000000001,100.0,UJPtHSjfadaZhH2aYhQzCv > kM3CjAZsGkDb2VmCs7uxVh > mp3MN7AFWVehWbcnWNgJvX,Cergy,2021-02-23,Cergy > Saint-Denis,47.964
9,,,79.9602,206.0,Xs34sS7595yycLX9nQWULm > KuDVyVmCmS2StVR5DV22Ht > 95oApyP8fnJAvQb3nUQdbB > VWaLWMXBDe3pUbAkYTLUz3 > KdrYoXuJTiaUtV285kwiZo > EPw6FSsj8cePdRtSsjkBk9 > FLcsvtDtMUsbPtRZPFZMDZ,Cergy,2021-02-23,Cergy > Carrières-sur-Seine > Saint-Maur-des-Fossés > Créteil > Maisons-Alfort,84.159
10,,,77.50019999999999,299.0,mHDjKiiPzUPvzUdK5FGoZG > nYWYeBVQS6xLaK3ffEKUhh > cUejMRtwvytqR4yFBhLqgC > 9x2jgvcbPtooNyFqwvw8uy > hYiJXZZNBrqiFfJkAtS6yf > oAXBBAzXekDxhCfekHHq4T > kJ6Ujx46Ma4fZYpNfVidpQ > iKSQw3auuxVnCdZdQ3sMad > 9gkH2HcBeskYcY8Ssd57mp > fpRVQwfRTvZDvJ8qBGBkQJ > j4AyLyofQnvkbKB84PNg6P,Cergy,2021-02-23,Cergy > Épinay-sur-Seine > Le Blanc-Mesnil > Noisy-le-Grand > Champigny-sur-Marne,88.869
11,,,61.585300000000004,159.0,2uMrHWyXV73QmFsSZ4pcSN > cdgr6czAvw4uneTGiHJCiy > j7DwtC5pVSaZ28gpqQYmRD > HAEfsLAuTUc5pREztvxdEo > MoA8pFb5Ya2TsyjxXxUDFW,Cergy,2021-02-23,Cergy > Cergy > Argenteuil,33.322
0,,,57.3415,52.0,EMDyCCRExdrw8m3DfvJ5Pa > MAeJzhDHQvYFgaoukYuQtj,Montauban,2021-02-23,Montauban > Poitiers,591.47
1,,,71.5892,121.0,PX7TypXKSbFq8ZXjimBqXS > RoGbzGMMJzAsp9Ln5RKGQf > jsVrs7c6sLMdimAbcnyfpN > hnkkaL8JudyY58imaZhJ78,Montauban,2021-02-23,Montauban > Perpignan,384.82
2,,,77.5261,301.0,7mMUaWW2sCjyaG5whUsYBL > 5WGaiKwBm4KS4NcAgUXtxX > TNty4W8CFPjYm5NiichE5E > nYLG82MFTWeuw3WgAE3unn > 9X7AabQXX4w4dfejJgNcaK > 3Fjj2SSTaK83hF3VRfEcaJ > gS28wDRBBH7fXnHP2YAR8r > EjRZe8qfoKkMtYhrKzy5Qk > 3L54ZGLbRszfrL3p2FVG3L > g5XWuMRAh46RxFXgyKJyAR > XXwsnFvTUCyNFTje6zjZzK,Montauban,2021-02-23,Montauban > Montauban > Toulouse > Pau > Bordeaux > La Rochelle > Niort,871.903
0,,,69.4287,89.0,5B2QpiXcJrgwFWXh8todFS > hqSgHytj2Z9SeAoiYx79oY > KHrsk2uWFzzMnCGo2cmDTF > WhV7RW77jCsCt5dvYkFPMB,Reims,2021-02-23,Reims > Dijon,456.524
1,,,76.8261,229.0,bQSo4jArkQFHZKuuv3ipgm > EyhWfiWKDg67hpian42YH2 > F3N2eybpPexQdv6pfehkZL > mtF4k4aj3WdTyt9kXcYbc6 > gNf9JoTEJb3rBiem8ax5R2 > FwDoa2oZabGsfDbc2du5LL > hK3nG9pmaUsZX4GEQeVap5 > TH8Kfin4rhwaWWfu2BL43A > QcooH7ATbkidvfy6AktiMK > 8ut2XStqcPUHDfU6za4Sa6 > ECqzGJ8cqmG6ps9biCoWvU,Reims,2021-02-23,Reims > Besançon > Belfort > Épinal > Strasbourg > Nancy,802.183
2,,,71.593,116.0,9DnMg23CD8LpDdmV9YPBeL > cEGsYfvr7n9AEXR8T6697z > Vpi4AbWDka5tzsuHUY4Hub > Xd4oXSrn9ukz22CDePt5xT,Reims,2021-02-23,Reims > Roubaix,340.046
3,,,43.118,70.0,SfYhs4SAtKtz7QctakaudQ > PWjewh2Nbn5cgEgtBkaavp,Reims,2021-02-23,Reims > Reims,0.0
0,,,79.1202,169.0,AciZHfwdePUbzV6GK8HjsR > RcvN8LV2jNEzQVwE64DGZa > kYxyBieRDF6DKojJri9z9r > cqdMzMyLEkKPNUzyne46VQ > nABHtqwXDA5jfQEzCa2UtB > kjLLozceEZPyV3FrwBcYWX,Clermont-Ferrand,2021-02-23,Clermont-Ferrand > Saint-Étienne > Lyon > Villeurbanne > Bourges,556.565
0,,,43.320499999999996,96.0,mgz7FEBS3ZUpwn3eG9PwZX > BiCra2rpNvivK3gdGriyC5 > NBC8o94bLS37hsiiXZnoMs > Ux7cPxcgU7NCryuvn5UFtW > YKbmypEELVymMnsM8hKiQE,Avignon,2021-02-25,Avignon > Grenoble > Annecy > Vénissieux,536.747
1,,,68.928,149.0,3ZoqKEBt9pajeLxekzbhxR > XFdGN4UQFpN3sR2NMGQAGP > maQkDXHqSamU5kdG9cCAfr > imvLCNi7BDxBeTcXC64dza > AGim6aBuuZw5HsifjjpkXA > f5HXZqYbKf42dWZaGfw7iW > JwJ6jy52ZUEmuMUUMcJLke > hQNF9u4UTsdmAz9YFbBMeZ,Avignon,2021-02-25,Avignon > Cannes > Antibes > Nice,409.067
2,,,78.84159999999999,163.0,Mw8maoRyn7otVHMZDVpM9F > HYLsPaZsGgtbGkT6PUhpAs > 8KwhdXfJVDGry9EyZBpKLb > oFSS4dDatPfn4UCVUGyu9o > BoraDeh56UXTzbp6XJrmHb > 8btxrhPBpaHquMovYHmxJJ,Avignon,2021-02-25,Avignon > Montpellier > Béziers > Nîmes,289.11
3,,,71.2767,185.0,J7Pv4LMB6QvWxQg97oSJNP > ZKVoWtuURLMs7JnyAB7BJc > 6EnoxZTocHWCm4V4qzwKqt > KYjXZZ5j2cBWdfbiGDLoPM > 2kZqouVAGkSg7ppZVrbSBp > aGnXshvNrEpPWDBxzEdPcX > Qco4ovjPKGKCDCrx3F6TVh > o6AKk7DzxGBgYL5C8wF8bk,Avignon,2021-02-25,Avignon > Avignon > La Seyne-sur-Mer > Toulon > Hyères > Aix-en-Provence,290.591
0,,,55.64580000000001,213.0,cPxcmYKiTStp85Gw5zWUX3 > BM79v6CQVE7AcxBz6fmsNW > PiQ7UsGZaoaeqBHKppT9tQ > 88maiM63BTpeHBc6fVJTpN > 62GbpUP8otAxuthtfe7UWA > EZZfQVaP2CbgQ5nrQnZDMn > kxLzuBSdbp3xaBhLyz74TW,Cergy,2021-02-25,Cergy > Épinay-sur-Seine > Amiens,220.922
1,,,74.6299,198.0,NBVt6ZjBvDwRVQtX5CdECH > VtdHrYXsW9mLs7F4e4jUSM > 4bkhNxBuTwL5r3FcEMgR2j > 8ChyMtTpyCA5AW5YiXDnnW > LwNow4CvrEZBT4R7cfN4dy > CLLqBu7QyBGEyCAzM5aduP > jWPWgBdsbMCfbNDLUYZ672 > 4JBPeaguVzBfK9rmS7c2ij > 2mbU4skqfrpAykoAxwLD4s,Cergy,2021-02-25,Cergy > Dunkerque > Calais > Boulogne-sur-Mer > Rouen,523.063
2,,,76.28460000000001,105.0,fxQrqExG3DTgHsuzucCMtN > AAkWAXprKPXroFEzX5vZp2 > 6uQKJ8m8xVwMDWCqZVDRHy,Cergy,2021-02-25,Cergy > Courbevoic > Neuilly-sur-Seine,44.541
3,,,77.0343,121.0,LCeQBsiZN5AanGxcPYMiYG > SpHNZdRRQHUpNKSaFD7ED4 > 6ixtD3JBBAAB9wKzLHYaDC > hiBMF6VfAmJyEPmVDNvoKU > 68GQFVb3Kv9MExk5hcV5Vn > S4GVuQk4Kn56VMQchuoBD3,Cergy,2021-02-25,Cergy > Caen > Le Mans,493.413
4,,,69.64640000000001,263.0,XyaP9iQYhgC3KuY2zdTdwo > QdA52znkvjZgxqfWLhm8zN > iwtdXaXLKqSNmd829prvwJ > TSnP2bHTvvzeHY7C4HJBHh > WEJtvTGPevCuR5JGywjQjw > cowiBnKH9LiDJu8xYvGGKc > VuCVrPgXvE8osv6nXAk8aJ > 9CkncByhUcetNsvpnwLgMc > XqJ85kx747GZQj3gmrHBzU > Gb3nBpVUcfhQgeeFw3swop,Cergy,2021-02-25,Cergy > Issy-les-Moulineaux > Courcouronnes > Antony > Boulogne-Billancourt,106.328
5,,,68.28989999999999,117.0,PHBQAT5ydL84nXtvsypY7h > c4YkJp8b5ZWUNLgVGsiwWM > 6BAR2B69LvDf9NHgFK7kWK > cdnEkmNzyuRLy7v4qLQDrv > iQ9PnMx5zifvTBEGkFEYeH,Cergy,2021-02-25,Cergy > Levallois-Perret > Paris > Maisons-Alfort,74.979
6,,,75.3877,202.0,Mgav7FpHGGB8Fq7PbRM4ob > ZDzHGTgbj2SyLP3pmcQkq3 > cCZLLBKusUWg49TSXqcujc > 8eftzKemaUbT4nec8dbnkd > MGJJapjHAgYRxzdFvwVNxi > A827qm3afZzwLstRfMnyD3 > 26r6YXUTCuiKJbtYjqHFYX > 5JmcEhdJiQNm7n7Esd7VY5,Cergy,2021-02-25,Cergy > Vitry-sur-Seine > Créteil > Saint-Maur-des-Fossés > Champigny-sur-Marne > Argenteuil,88.022
7,,,57.8032,28.0,7jorFuQZu5NHnMY93rtgLC,Cergy,2021-02-25,Cergy > Cergy,0.0
8,,,65.06700000000001,108.0,ByRtZxh6uWPwuHnDxkiFFc > 8ecA4wHPq9vMshtsxQMdXT > fUNmBtusqH4bCxb3gBb4iM > GA4GDrkUnX5nYbNJzGXNGb,Cergy,2021-02-25,Cergy > Drancy,61.198
9,,,77.0736,294.0,FV5HZUs9zvPyDkmeWfBFJm > 4feSK6LKd4NTR3dTvfzRUy > oHncyK4Z7DErHYrbhczZdu > EqRfsUPWd2cCdnP4Dij753 > aFQ8erSbNky9HS52gdkgzT > hEYNn5RccqXYTWLNFoYUK7 > dzp6VXC4L4LSRxBxwnV5ZP > Gtbv56Aa7kaX8BJZ6DTzoM > oPGi9jWMLGM333DeaLLA4T > L5Rq6z68qKMSYnHyvFei6Z > DPGHNU4nsnT7fMoWD5L6Cb,Cergy,2021-02-25,Cergy > Colombes > Clichy > Pantin > Noisy-le-Grand > Meaux > Aulnay-sous-Bois > Sarcelles,132.944
10,,,67.1579,134.0,Euw4BxivpvpbdbBMREqdNp > iGL53ChFBbkFnoYNq5xbKY > eCdNfMxq4mrvrfaH4USk5Z > GvudjhEmc9edbsFQ4AEDXP,Cergy,2021-02-25,Cergy > Saint-Denis,47.964
11,,,76.5754,97.0,j5JmM8ujyDAiLdrBpQdniR > dw3icWT4k5in5kZ6Y62wxb > AMwNQXHJ88ekVs2vCfTg5w,Cergy,2021-02-25,Cergy > Nanterre,36.248
12,,,75.79189999999998,482.0,3c7nP7QXr4MkGir7USmuMd > SijhoYs5MXNmoe7EGqxtZN > gfmrDhuT458nhs2PJoauKy > kJgTfMQ3xCmoeKppJJvygc > ZoEbMhNRGkEpzSGzwaH2RW > Ezt5vkAxAVjvMVRhdjD8Ac > nbHSqvgFBzUvPQFvR5nrko > HPZAxoGcBtjEcTrzyFvYXw > 494AuffpXHzkMBuKpjvBaz > czTafTKjABtHfgq4zZrxkm > kwahXV5kQQ3R2jatpzQ4g9 > dFtHAbWqWr5u8EV9aMohw4 > PkuqPBUyp2AbZM9nZrqqAH > YJ93kg2rewNv2hjAtdZETb > fddqec6UmmUNFsWVtJwPxJ > kVe7y9iNzjz2UxVshEwKGg > QMCqeHYwzo4ByfcjNGypdp > gHYkmHii2YGbdNqUF6e3nA,Cergy,2021-02-25,Cergy > Rueil-Malmaison > Versailles > Orléans > Tours > Angers > Nantes > Saint-Nazaire > Lorient > Quimper > Rennes > Cherbourg > Le Havre,1261.03
0,,,62.3194,180.0,WZfmHjLdNt9PdTrUkJcDtc > XNdtGJbP2M6otyciJDLHvW > BqstHADUUDxM5qxbKpUiCZ > 3AEXKFBUmwtLT8asowwouS > 9fRbQbxgyxetw7v5dYJGZs,Montauban,2021-02-25,Montauban > Pau > Pessac > Mérignac > Bordeaux,516.504
1,,,50.4126,63.0,LZN5xPPuaRnRoipVx9grTY > 5U7KoxCcoM4EycKtR5XaMz,Montauban,2021-02-25,Montauban > Montauban,0.0
2,,,78.8691,116.0,8RjZcRc7ccXi2LJ2HZQf2F > XU2z9tH35b8Dp3fN25vjwF > 5iMh5vLF6Y5cj2V9dtBbfr > i4XWWBAVqrpLftASdWBrK4 > 7H7dfBrxdKm5UQaDAudKy2 > JgxhjabLkVwmMqFeamvJpH,Montauban,2021-02-25,Montauban > La Rochelle > Niort,658.607
3,,,44.6317,132.0,EnVPW2i4a2NHKS5YJbbBqw > nBtaqMznqkQmBk5zpmH92s > S99hvkKXZGiaKDKpbMGiiS > bGft47Tk4Mp9TEABg4CKHM,Montauban,2021-02-25,Montauban > Toulouse > Perpignan,393.899
4,,,71.505,45.0,XM2WMgp2CBT8rE4NWUKgUp,Montauban,2021-02-25,Montauban > Poitiers,591.47
0,,,80.1947,74.0,KWRDToC2eXTT5AKMR3pt5U > NQmM7jftfRcKqeEpufqkbN > Z7xKgzrAcnWuvraVUgJ2dB > K6mQgTZyaHpFoSyAJq8utr,Reims,2021-02-25,Reims > Nancy > Besançon > Dijon,635.705
1,,,39.6256,28.0,bg5CL8UxG8yFqqQe72bPzQ,Reims,2021-02-25,Reims > Troyes,214.282
2,,,65.3802,294.0,hi5CK6KcwXEMDrhvocyUvJ > DxQgQU9brwR2yBQiG4F2fL > WqkyKoRWwe9Z6xTUmQT7sA > kMUWYpmzD9gnzsCxqhKKgc > YJExamXX76Nt8fJbMXcrhW > YETzWGHntkrzKxHSaKPRkC > 3QLW3ugGZbx5rqiKqoQifj > AxttHnd4vUu3LPn9Whfcj2 > 9J9GYMLCugHiSXa7xTj5Br > UpmVabrL435L3YJVH2RaME > RkNNUATn2TsJyd6DXhQjgr,Reims,2021-02-25,Reims > Roubaix > Tourcoing > Colmar > Mulhouse > Belfort > Épinal,952.968
0,,,38.2131,109.0,2PA6Qr338SNEnRaEcAuAuH > G99LSQmfc2M6MbUfTJY5D3 > DGeBgk9CksG6gSmB3LdPJQ > iPmeZT5vAWCoWKo7MZpzih,Clermont-Ferrand,2021-02-25,Clermont-Ferrand > Saint-Étienne > Villeurbanne > Bourges,556.094
0,,,75.648,203.0,cMWp7T6buih2q93q6FzLRD > mBSaERhnKWJDGYX9iAWYA9 > GKw46y8zFFCR3FKhGYcpD9 > hnQD7Jj9HXrMQQaRmaL5nZ > 82jVMLjUqphFZrHsdGq7MJ > X8PrrY8p2eGg34u9FXgxRk > mbAtcTSW4Q7rCJj446Xqj3,Avignon,2021-02-24,Avignon > Annecy > Nice > Antibes,712.276
1,,,71.3678,175.0,HFUf5LrUfGBZZGYLzrmN4X > jd4ubQvzRJjWRNhdk5eVHN > h9LXewoSsf47T7GsuxmT5H > Fearp59x3TNmsH5B7TLYfS > d9SbhBTMKPSiJwHviY2VvW > hGSnFZrZDNeYRCPDR4z2Dm > AKf8g587A6QTYfXq73BdbG,Avignon,2021-02-24,Avignon > Montélimar > Valence > Vénissieux > Chambéry,477.037
2,,,79.8729,228.0,FxWzHzwQ3V3GdToxyrG7dx > fRcnYxqbGUGrjXGg5t77u3 > RPHPpiJHAQGouKqPdSW3wB > JG4UYV4uSrDC4Xbe3tReut > 8MsfvNLX39BXtTfrFoVyJq > dzLoY5KZBRScVhVg3STvZy > 4a7DMR4F7LChVXD9YMSTA3 > dgR9NERNAcqFaNu4C8y7ui > P5B7MLqPJyDfA3fun7JjBa,Avignon,2021-02-24,Avignon > Aix-en-Provence > Marseille > Hyères > Cannes,429.162
3,,,77.2624,68.0,cx4XMjq7GMJMt6UdCmmtcp > etgVjubmGWekVHXtnPEzBN > 4wy3E2gRv6npPoueWadZgT,Avignon,2021-02-24,Avignon > Toulon > La Seyne-sur-Mer,261.893
4,,,50.8556,58.0,noURHrP2G6m6fLmmJUmjBr > nXf6anQSsjwBNeYZNhyiEL > GPYaBs27vvcyx9b2TzCmmQ,Avignon,2021-02-24,Avignon > Béziers > Nîmes,289.095
5,,,52.83160000000001,88.0,34atux4RzBBib9gSFAr2dH > PKC9hwYLnUvaVLqtCkyRKu > KyGPvLfmd2G8mt25HweiRu > Rc2wp8iMr5yyMFww8sJCgN,Avignon,2021-02-24,Avignon > Avignon,0.0
0,,,68.3546,337.0,JG8DUbaCKEeCNvcxKVr3bq > hNNcVGwEWDntKrJcGBhtKV > 7ohvmFdNbtVTNykeCBFG8u > Cu3zFrmpjqCBzVWPEbfGrd > F3uFCjpxp4Ei3Xv72SxDRY > J5KAwWFCBe5EHMd8zSZMwq > 6fQxMt94uRQjZyfPhjva7s > WpkmuAm8M6SBXecSNYkffL > nyott3SxsTwF8JZ59K3Gcg > iDh65Prg3zAAJodeh4xwFU > FSaykPkpFSHnk7577FAYbe,Cergy,2021-02-24,Cergy > Rouen > Le Havre > Caen > Brest > Quimper > Rennes,1044.804
1,,,72.1713,113.0,3aUBAiwae5rbiUH5isj3eh > Wx7un4QUR7BiPbGwoH2VKZ > c2WNQUjiw9SpdYP5hWviQT > NtoULh9Pb3MJXrJTu6GhxH,Cergy,2021-02-24,Cergy > Nantes > Angers,676.58
2,,,64.2846,146.0,Kz5eGVJpHwzYuYAF5L2V4p > XviaCpN2EcMETTwNrpK4Yh > EjFJZNfFS98uMfcd5ygdq2 > 5v2y47Ws7smJTtDcScMVv9 > AGmsyHypLchnactmAcc3uE > AZruCsGphidm8fTRbzM3kZ,Cergy,2021-02-24,Cergy > Versailles > Tours,454.299
3,,,73.7864,187.0,6cVjgCTAmnyyfiAoTuHBHM > j4oSJT4SuDTqv6pNSAGfdU > GrkSuGFrMFjg4MDeswHBmo > WqKHWL22q5rwqPAoh7UaxS > nF5cShCKUNon4ax8J4QGXL > bWtqXENiVaHxzBLGfDGEzU > XsdCtMYNRGjxwsZci4kXzt,Cergy,2021-02-24,Cergy > Boulogne-sur-Mer > Calais > Dunkerque > Beauvais,482.251
4,,,55.1491,41.0,bZk2K3zuJJintvJGwrwHaE,Cergy,2021-02-24,Cergy > Le Mans,357.396
5,,,51.638999999999996,72.0,HArEPhBCRX2ZjB8SBCmhRf > Gkg3ER83bb6WK68TXvgbUn,Cergy,2021-02-24,Cergy > Amiens,193.372
6,,,46.6934,185.0,4cPLeCS2C7KYw9CcxKKfQ3 > dbU3dw8BXYXe8S3oZDBXJ9 > E5DR453swzwdtxw8tvsG4F > CbMSh85EBtnKpEomsKMbzR > anFhgs3ecZKhjEJEmBuTv6 > c2uQLAXtRq77H8pzMJ8qCZ > mHXwQWthpWN4MHwESQNR83 > iCgFznpbGqMv5HDxJmRouK > PQqLBDgthLFASCXZSg9sSN,Cergy,2021-02-24,Cergy > Colombes > Clichy > Saint-Denis,52.014
7,,,79.6811,484.0,9U9ayXCXpFMVMUAb8YEJHp > Nqxmnhd2Z5N9oLUMQpdikE > GNngMnsokqFRobNZgBznKh > dDdAuPSz3AZp8JRFigsmj3 > 2NnJ5Doyts6dvhrAnvQt7N > NxGaCmPyuKAeNTG38wuaJY > 557m2CLX7KPHBdTgUEgdPq > KWTtKNLgBm7AXz9iVczqEx > Dfh86jtv7Wd7UihcuAKYeN > o7WfEaYKdC3KN3vsC3fSge > d2hnEVof5unoBeXzPaX5bP > cUBrXkucRoF8Hs2eDmgTPq > ATG9ebppJsQ8Ad3MJ8FyNJ > bSEDrb87HknBpAj6jXMm9R > ccWJ6a8Cwx8Cjn2Vr7tK6n > jMsxXNF4MDztk6AxWLwS3n > FctYRM5XZ5dR3Hwh42CbGb > k7wmmvcTad4xwLiDtjvtZD,Cergy,2021-02-24,Cergy > Neuilly-sur-Seine > Levallois-Perret > Paris > Pantin > Drancy > Aubervilliers,73.377
8,,,75.104,40.0,eSBgvM43Vy53mW3PheCNW6,Cergy,2021-02-24,Cergy > Courbevoic,41.416
9,,,81.08290000000001,472.0,Bp5NUD355QC2LNe7zoPHJF > o6zghuSBX9sNyxpX4reTq6 > gGSeog7FMB4TZYogpALf4S > 2Nma2SUmi8tSP3J4sfuLAM > 73kTsPvHHVBnPVFTjeCh4J > CosnSrJ8ETqyoRkQ2QWc8j > cnsSP29K3bD33sXoDQ8zLZ > o3DjBZ2dmPJVieGRmaxQwR > cftBd3eKu8nmEZmDv8Uf3Q > 3b4iwc73NnCkvf6NWoVqhG > KQbGEirSFsKzQeNLtpZ6m5 > CuoWdPRQVx7uNgRLaaVutX > e7KiEBiwr6bViEDxE6swAH > oAKTUzkRKhbrkhe8QaJKto > 2xSf4hBaaWqcTGAkUHX5Bp > dcnvnf4BFpGe9JJYKrTjeL > 4CFqdfwwY99DRPG7un6UyC > 7i8gKLPxEtBWXwnHE3qJke,Cergy,2021-02-24,Cergy > Cergy > Montreuil > Champigny-sur-Marne > Créteil > Ivry-sur-Seine > Antony > Issy-les-Moulineaux > Rueil-Malmaison,97.423
10,,,75.2088,98.0,DZzqrTmc5D9zMSdFhMerJa > RRXuumZ4wHCQiqufZWR6TX > aNMipaEgyEbHDp7UBLLJAW > EqkUzeAxb5y8wk6sCdTPHW,Cergy,2021-02-24,Cergy > Argenteuil,33.322
0,,,71.9308,113.0,V32aFrEAkrzw6pqrmmYTQK > oJsmeX34NgpsmhNQHbo8s4 > Ghm4A4rjopuzy4fqPwjvBc > dqzTCqvvQRQVUNEAEjtBHU,Montauban,2021-02-24,Montauban > Toulouse > Perpignan,393.899
1,,,79.6821,225.0,3TwwNqpbCj7UJfvFTaLb3W > TY9S7YACZAHwDBV5CqFu9a > P5Rjf96ui84ZvQV8Tp9u4d > YSA8kwSjB7HgR9uqP55aGY > i4WMYDvWwEfbzgVeFab5jh > Jb3jYbCQ6PP5DnAvxVqmxb > WYfwksmLT67zVh8fokKvfa > m7XDWwfsCvxGavTPUMHDgF > f4zoh8yskqek4p3DjgQJZ9,Montauban,2021-02-24,Montauban > La Rochelle > Bordeaux > Mérignac > Pessac > Pau,799.853
2,,,7.338,59.0,JwvcJFwMCM2DMXBPbme5aT > 56u8piSaA9f3GX8goVcMuJ > ZkLc9yLf6wDZ72ikibnhBD,Montauban,2021-02-24,Montauban > Montauban,0.0
0,,,69.8908,92.0,JPQbTySCd4UaViqijFmCNh > KJhUpD3DM6A7Wc8i28eHYp > dRfcWqf9jVGnVRWZzFHdGa > WEt6GnSxGNbF7jcR3X5KEM,Reims,2021-02-24,Reims > Lille > Tourcoing,354.048
1,,,65.35619999999999,369.0,UGLrX5nd7RTV82e6FtaE9u > EJ9THmDXJdcF6Smstoi7Pt > hp7UmgHigksyVFgAr7ALf9 > Ry7dqU2kDJfL74mXFrtC33 > 62wyEf9888jTS2oMB2fZmj > gBhHHUG3tbMneo8ASLrWwo > SN8PL32Hj4aK7N4XmUnSiL > 3QBHpaa8WARTiP5q9VHN65 > QyxmyKSR8AJ67ubGQsmBbZ > 49wQu7Tw5T8gm3oAftGpoy > 7TmYH5NCn7MvFdgXnJtFS9 > TKJJ3UQykpGQKJLNBCAvTy > 4UfrJMhZ9KcmQGwf6q8kP8 > 2ToZGAyUuJb6rqvALFqXeP,Reims,2021-02-24,Reims > Reims > Troyes > Épinal > Colmar > Strasbourg,695.502
0,,,77.227,253.0,f6uFLuumsxytfkBfiKT7a8 > BrquRHVTBP9TUeP8mTTdVZ > 65s8TsqYtczCJhMFKeRrgo > cg6cPARwcCEuT3JcWAfT4D > boX4Gb5fax89oP9QMuHXLz > kwUnXFLE7Rm47m9UCMwC6Y > G38ycNRod6fTuZ5h9hkZTZ > KZrQDYzCbVz9sKmCULbwrt,Clermont-Ferrand,2021-02-24,Clermont-Ferrand > Clermont-Ferrand > Lyon > Bourges,528.537
0,,,52.8612,64.0,h8msK4PbSHgknceccBe6hG > TE58PUbLWNEFVcED2xADRr,Avignon,2021-02-26,Avignon > Nîmes,75.766
1,,,56.5176,77.0,MDfBgwiGMa4FweQY9nS3Jv > kFB8xTuCbscX5GYvUy2GwK > BR6YzuHL7rTmRXkBBeHJtj,Avignon,2021-02-26,Avignon > Avignon > Béziers,288.588
2,,,78.4041,215.0,hugfhvtkUwR9o9ebcdmptW > mAiv4VwhxzsYFMmTSz82k4 > 9fPvWiQKhszU5W7595oGC8 > 6swkFKaBQezi3czMjkf7TN > G4J6TWMUnCBf2xwsbb8PS3 > V8bM4i55h5Pnenu5rcXmKY > aH79SvuBQ6JMyHyJME4dRf > j54v4PMTkEykgouqhEjnQV,Avignon,2021-02-26,Avignon > Hyères > La Seyne-sur-Mer > Marseille,294.005
3,,,79.55160000000001,319.0,JDVCTUxA2jcfYSHWZgmrSD > 6cGqfvDA9Gp2TTHfkKKZb7 > MUUwf5mo4c7q2LvEMnEcQM > dGBmT6XUYudCupaT4RrCyJ > TMG7QD3gSpMWHiCVEPLgex > gKUWevz9Gxyy8yTGAZDa5n > GWGZQQwLjYzos2s4Bv8YYh > ftQLYgJiJhWxxJscjStnBH > 4F9MWFSpYAfgfcXUefsCwP > UNvkQ5psHNr7RHQsrpPv3b > fBrcGevy4UY5G6PVMHV5c3 > 2qiP28MJVULRCx28kxjj48,Avignon,2021-02-26,Avignon > Montélimar > Valence > Vénissieux > Annecy > Chambéry > Grenoble,538.353
4,,,51.6662,65.0,Usf6BX7MtpUeRiPZraL6jS > ZmT46ZKqGraoDSEbWQFBiL,Avignon,2021-02-26,Avignon > Montpellier,167.226
5,,,46.0766,159.0,DFLtDAU69M6uHKkYNKjin4 > Njy46m82BZ6Qb4BaPzivvo > mXJ9kYS6F5R5zkTapN3fmB > Sb2DMwHKgALbeGQhHwzfQv > NZshJTjLCvMMj2uNZdZsWH,Avignon,2021-02-26,Avignon > Nice > Antibes > Aix-en-Provence,421.952
0,,,80.64760000000001,347.0,8VMTS4MrkKxToJgZmX3tKL > Bh8CnTTGHv9m63DEifUA53 > 2gwzxt48kmwQMJR9MYXnS8 > BANCPFKfsdbjqtyyGGFbua > Ek2FsEg62wipu2K7aTMVd2 > HCExiy2MypgyVJ7MhM5DGp > Ug29axKubtowtak3ukk74e > fJGzQKJSYAEA65CexMrVdQ > VnXS9mkpKLiAJcGMtreHox > 5iadKkohKT4t84zRShukjT > nXz6DkcJgdb8cfsP4WtFQJ > G4P9qngxqc3trWDKWdLncu,Cergy,2021-02-26,Cergy > Rueil-Malmaison > Boulogne-Billancourt > Issy-les-Moulineaux > Antony > Paris > Clichy > Argenteuil,78.171
1,,,67.6846,79.0,o475PNMcGkXpGTzmvdKosh > ZC2qmbPJtJuunSsjdJj6Cx > m34yJQmNr25DchoKDR3iFy,Cergy,2021-02-26,Cergy > Carrières-sur-Seine,43.162
2,,,80.1597,158.0,M3jeP3xPLmtcnodyQUjJTW > b645iMUGeoJGFQgo9fST7Q > HAjFy2tbkhhKsg7EVPLQPy > kNaStwAb5n2GAoo8Qgs8oY > aJk2sMwserbaJDgevg2zyo > 7zEsobhai5YstLnXogFKDr > Bxz5JzNeyg4q98J8wJqpEh,Cergy,2021-02-26,Cergy > Aulnay-sous-Bois > Meaux > Noisy-le-Grand > Ivry-sur-Seine,137.567
3,,,77.6094,89.0,kaAd5WSDTMvk7AyLQu773Z > Wgf7yhXHsPxcnfaTUzwbck > dEKWsMTRvfkmLNcvAe5xYX > cTuhQyaYRPuGxr5WACv4bU,Cergy,2021-02-26,Cergy > Beauvais > Dunkerque > Rouen,507.469
